"DEV_ID","DEV_NAME","DEV_TYPE","DEV_DATE","STA_LAT_DMS","STA_LONG_DMS","STA_ELEV","STA_LOC"
6897.00,"Estrella Fan","Wind Dir.",5/12/2001 0:00:00,"33 16 10.1","112 19 15.4",1455.00,"Alignments of El Mirage Rd. and Germann Rd."
6900.00,"Upper Waterman Wash","Precip.",6/23/1988 0:00:00,"33 05 57.3","112 26 07.5",1600.00,"10 mi. WNW of Mobile"
6904.00,"Gila Bend Landfill","Peak Wind",1/17/2002 0:00:00,"32 59 21.5","112 40 30.5",750.00,"3 mi. North of the intersection of US 80 and I-8"
6905.00,"Gillespie Dam","Precip.",4/12/1994 0:00:00,"33 13 46.3","112 46 00.0",760.00,"Gila River at Old US 80"
6907.00,"Gila Bend Landfill","Wind Spd/Dir",1/17/2002 0:00:00,"32 59 21.5","112 40 30.5",750.00,"3 mi. North of the intersection of US 80 and I-8"
6908.00,"Gila Bend Landfill","Dewpoint",1/18/2002 0:00:00,"32 59 21.5","112 40 30.5",750.00,"3 mi. North of the intersection of US 80 and I-8"
6910.00,"Gila Bend Landfill","Precip.",4/7/1993 0:00:00,"32 59 21.5","112 40 30.5",750.00,"3 mi. North of the intersection of US 80 and I-8"
6911.00,"Gila Bend Landfill","Humidity",1/17/2002 0:00:00,"32 59 21.5","112 40 30.5",750.00,"3 mi. North of the intersection of US 80 and I-8"
6912.00,"Gila Bend Landfill","Temperature",1/17/2002 0:00:00,"32 59 21.5","112 40 30.5",750.00,"3 mi. North of the intersection of US 80 and I-8"
6913.00,"Gila Bend Landfill","Solar Rad.",1/17/2002 0:00:00,"32 59 21.5","112 40 30.5",750.00,"3 mi. North of the intersection of US 80 and I-8"
6917.00,"Gila Bend Landfill","Wind Dir.",1/17/2002 0:00:00,"32 59 21.5","112 40 30.5",750.00,"3 mi. North of the intersection of US 80 and I-8"
6920.00,"Sauceda Wash","Precip.",2/28/1990 0:00:00,"32 52 49.5","112 45 15.3",835.00,"6 mi. SSW of Gila Bend"
6923.00,"Sauceda Wash","Stream PT",2/28/1990 0:00:00,"32 52 49.5","112 45 15.3",835.00,"6 mi. SSW of Gila Bend"
6930.00,"Sand Tank Wash @ I-8","Precip.",6/28/2001 0:00:00,"32 55 59.0","112 42 20.7",765.00,"On I-8 bridge south of Gila Bend"
6933.00,"Sand Tank Wash @ I-8","Stream PT",6/28/2001 0:00:00,"32 55 59.0","112 42 20.7",765.00,"On I-8 bridge south of Gila Bend"
6940.00,"Sand Tank Wash","Precip.",7/21/1983 0:00:00,"32 48 06.1","112 37 57.6",1160.00,"9 mi. SSE of Gila Bend"
6950.00,"Rainbow Wash","Precip.",11/6/2000 0:00:00,"33 14 08.0","112 38 21.0",905.00,"9 miles south of Buckeye on SR 85"
6953.00,"Rainbow Wash","Stream PT",11/6/2000 0:00:00,"33 14 08.0","112 38 21.0",905.00,"9 miles south of Buckeye on SR 85"
6955.00,"Maricopa Mountains","Precip.",4/21/2005 0:00:00,"32 59 26.4","112 31 22.0",1210.00,"11 miles ENE of Gila Bend"
6960.00,"Bender Wash","Precip.",1/12/1982 0:00:00,"32 54 24.2","112 33 05.5",1200.00,"Near I-8, 9 miles East of Gila Bend"
6963.00,"Bender Wash","Stream PT",5/12/2004 0:00:00,"32 54 24.2","112 33 05.5",1200.00,"Near I-8, 9 miles East of Gila Bend"
6964.00,"Mobile","Peak Wind",3/29/2008 0:00:00,"33 02 18.4","112 14 38.7",1340.00,"2 miles SE of Mobile"
6965.00,"Mobile","Precip.",12/15/2004 0:00:00,"33 02 18.4","112 14 38.7",1340.00,"2 miles SE of Mobile"
6967.00,"Mobile","Wind Dir.",4/1/2008 0:00:00,"33 02 18.4","112 14 38.7",1340.00,"2 miles SE of Mobile"
6968.00,"Mobile","Ave. Wind",4/2/2008 0:00:00,"33 02 18.4","112 14 38.7",1340.00,"2 miles SE of Mobile"
6969.00,"Mobile","Dewpoint",4/5/2008 0:00:00,"33 02 18.4","112 14 38.7",1340.00,"2 miles SE of Mobile"
6971.00,"Mobile","Humidity",4/3/2008 0:00:00,"33 02 18.4","112 14 38.7",1340.00,"2 miles SE of Mobile"
6972.00,"Mobile","Temperature",4/4/2008 0:00:00,"33 02 18.4","112 14 38.7",1340.00,"2 miles SE of Mobile"
6973.00,"Mobile","Pressure",3/12/2008 0:00:00,"33 02 18.4","112 14 38.7",1340.00,"2 miles SE of Mobile"
6980.00,"Vekol Wash","Precip.",3/7/1990 0:00:00,"32 50 35.6","112 15 07.2",1720.00,"1/4 mile N of the I-8 bridge over Vekol Wash"
6983.00,"Vekol Wash","Stream PT",3/7/1990 0:00:00,"32 50 35.6","112 15 07.2",1720.00,"1/4 mile N of the I-8 bridge over Vekol Wash"
7000.00,"Stanton","Precip.",6/16/1994 0:00:00,"34 09 52.9","112 43 45.3",3465.00,"6.5 mi. East of Congress, Yavapai County"
7005.00,"Mid-Martinez Creek","Precip.",4/27/1995 0:00:00,"34 06 56.2","112 47 48.7",2760.00,"4.4 mi SSE of the US 89 / SR 71 junction"
7010.00,"Martinez Creek","Precip.",11/23/1994 0:00:00,"34 01 44.8","112 47 27.7",2410.00,"1 mi. East of the US 93 / US 89 junction"
7013.00,"Martinez Creek","Stream PT",11/23/1994 0:00:00,"34 01 44.8","112 47 27.7",2410.00,"1 mi. East of the US 93 / US 89 junction"
7020.00,"Congress","Precip.",6/16/1994 0:00:00,"34 09 45.7","112 50 46.9",3040.00,"1/10 mi. west of US 89 at SR 71"
7025.00,"Sols Trib. @ US 93","Precip.",5/2/1995 0:00:00,"34 03 07.3","112 51 01.7",2580.00,"3.3 miles NW of the US 93 / US 89 junction"
7028.00,"Sols Trib. @ US 93","Stream PT",1/30/2002 0:00:00,"34 03 07.3","112 51 01.7",2580.00,"3.3 miles NW of the US 93 / US 89 junction"
7030.00,"Sols Tank","Precip.",7/25/1995 0:00:00,"34 03 41.7","112 54 53.5",2595.00,"6.3 mi. WNW of the US 93 / US 89 junction"
7035.00,"Black Hill","Precip.",6/15/1995 0:00:00,"34 00 48.9","112 50 57.5",2420.00,"2.3 miles WSW of the US 93 / US 89 junction"
7040.00,"Sols Wash near Matthie","Precip.",8/4/1995 0:00:00,"33 59 14.7","112 47 34.7",2220.00,"Sols Wash at SPRR bridge, 2 mi. N. of Wickenburg Airport"
7043.00,"Sols Wash near Matthie","Bubbler",8/4/1995 0:00:00,"33 59 14.7","112 47 34.7",2220.00,"Sols Wash at SPRR bridge, 2 mi. N. of Wickenburg Airport"
7050.00,"Black Mountain","Precip.",7/6/1994 0:00:00,"33 56 48.5","112 52 57.8",2615.00,"9 miles west of Wickenburg"
7060.00,"Hartman Wash","Precip.",7/6/1994 0:00:00,"33 57 46.0","112 49 40.9",2460.00,"On US 60 bridge, 6.3 mi. West of US 60 / US 93"
7063.00,"Hartman Wash","Stream PT",7/6/1994 0:00:00,"33 57 46.0","112 49 40.9",2460.00,"On US 60 bridge, 6.3 mi. West of US 60 / US 93"
7070.00,"Flying E Tank","Precip.",5/9/1995 0:00:00,"33 56 12.2","112 49 01.2",2540.00,"6.3 mi. WSW of the US 93 / US 89 junction at Wickenburg"
7080.00,"Flying E Wash","Precip.",7/12/1994 0:00:00,"33 57 44.1","112 46 58.4",2305.00,"On US 60 bridge, 3 mi. West of US 60 / US 93"
7083.00,"Flying E Wash","Stream PT",7/12/1994 0:00:00,"33 57 44.1","112 46 58.4",2305.00,"On US 60 bridge, 3 mi. West of US 60 / US 93"
7090.00,"Casandro Wash","Precip.",7/12/1994 0:00:00,"33 57 43.4","112 45 54.9",2240.00,"On US 60 bridge, 2 mi. West of US 60 / US 93"
7093.00,"Casandro Wash","Stream PT",7/12/1994 0:00:00,"33 57 43.4","112 45 54.9",2240.00,"On US 60 bridge, 2 mi. West of US 60 / US 93"
7100.00,"Constellation Road","Precip.",8/3/1994 0:00:00,"33 58 33.1","112 42 12.9",2260.00,"1.4 mi. NE of the US 60 / US 93 junction"
7110.00,"Powder House Wash","Precip.",5/18/1995 0:00:00,"33 58 51.0","112 43 02.3",2130.00,"1/2 mi. NE of US 60 and Constellation Rd., Wickenburg"
7113.00,"Powder House Wash","Stream PT",5/18/1995 0:00:00,"33 58 51.0","112 43 02.3",2130.00,"1/2 mi. NE of US 60 and Constellation Rd., Wickenburg"
7114.00,"Wickenburg Airport","Peak Wind",8/3/1994 0:00:00,"33 57 53.5","112 48 14.4",2385.00,"4.5 mi. West of the US 60 / US 93 junction"
7116.00,"Wickenburg Airport","Dewpoint",8/5/1994 0:00:00,"33 57 53.5","112 48 14.4",2385.00,"4.5 mi. West of the US 60 / US 93 junction"
7117.00,"Wickenburg Airport","Wind Spd/Dir",8/3/1994 0:00:00,"33 57 53.5","112 48 14.4",2385.00,"4.5 mi. West of the US 60 / US 93 junction"
7120.00,"Wickenburg Airport","Precip.",8/3/1994 0:00:00,"33 57 53.5","112 48 14.4",2385.00,"4.5 mi. West of the US 60 / US 93 junction"
7121.00,"Wickenburg Airport","Humidity",8/3/1994 0:00:00,"33 57 53.5","112 48 14.4",2385.00,"4.5 mi. West of the US 60 / US 93 junction"
7122.00,"Wickenburg Airport","Temperature",8/3/1994 0:00:00,"33 57 53.5","112 48 14.4",2385.00,"4.5 mi. West of the US 60 / US 93 junction"
7123.00,"Wickenburg Airport","Solar Rad.",8/3/1994 0:00:00,"33 57 53.5","112 48 14.4",2385.00,"4.5 mi. West of the US 60 / US 93 junction"
7124.00,"Wickenburg Airport","Pressure",8/3/1994 0:00:00,"33 57 53.5","112 48 14.4",2385.00,"4.5 mi. West of the US 60 / US 93 junction"
7127.00,"Wickenburg Airport","Wind Dir.",5/1/2001 0:00:00,"33 57 53.5","112 48 14.4",2385.00,"4.5 mi. West of the US 60 / US 93 junction"
7130.00,"Casandro Dam","Precip.",8/15/1996 0:00:00,"33 58 02.8","112 44 54.7",2165.00,"1.1 miles W of the US60 / US93 intersection"
7133.00,"Casandro Dam","Stream PT",8/15/1996 0:00:00,"33 58 02.8","112 44 54.7",2165.00,"1.1 miles W of the US60 / US93 intersection"
7135.00,"Centennial Divide","Precip.",8/21/2001 0:00:00,"34 00 00.5","112 54 50.3",2465.00,"7 miles WSW of the US89/US93 Junction"
7140.00,"Ritter Dam","Precip.",11/21/2002 0:00:00,"34 02 46.4","113 00 18.4",2345.00,"9 miles NE of Aguila"
7145.00,"Wood Tank","Precip.",11/20/2002 0:00:00,"34 02 41.6","113 04 42.5",2420.00,"8 miles NNE of Aguila"
7150.00,"Joshua Tree","Precip.",3/5/2002 0:00:00,"34 09 46.1","113 00 52.7",2840.00,"4.5 miles NW of the SR71 / US93 junction"
7155.00,"Burton Tank","Precip.",3/19/2002 0:00:00,"34 07 24.3","112 51 40.1",2870.00,"3 miles SSW of Congress in Yavapai County"
7160.00,"Bucks Well","Precip.",12/11/2002 0:00:00,"34 11 41.3","112 55 14.8",3290.00,"5.5 miles NW of Congress"
7165.00,"Antelope Creek","Precip.",7/9/2003 0:00:00,"34 02 55.6","112 46 45.9",2400.00,"6.5 miles NNW of Wickenburg"
7168.00,"Antelope Creek","Stream PT",7/9/2003 0:00:00,"34 02 55.6","112 46 45.9",2400.00,"6.5 miles NNW of Wickenburg"
7170.00,"Upper Martinez Cr.","Precip.",2/26/2002 0:00:00,"34 12 18.1","112 49 22.5",3270.00,"4.5 miles WSW of Yarnell"
